_ROW,_FIVETRAN_SYNCED,EXPOSED_,EXPOSED_FILTER,WEIGHT_SET,CONTROL_,EXPOSED_N,LIMITING_FILTER,STATISTICAL_SIGNIFICANCE,FOLDER_NAME,CONTROL_N,LIFT,SID,FILTER,DELTA,METRIC,CONTROL_FILTER,CID,TIMESTAMP,TIMESTAMP_DATE,CHANNEL,METRIC_CLEAN,IS_SIGNIFICANT
43817,2025-12-03 22:52:49.531000000,0.064,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.07,798,Timestamp: 4/1/25-6/30/25,0.374495089,Age,807,-0.087,374821,25-34,-0.006,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
26309,2025-12-03 22:52:49.499000000,0.394,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.453,436,Timestamp: 2/1/25-2/28/25,0.809521886,Past Brand Recency - Amazon,168,-0.129,374821,Once a week,-0.058,More than Restaurant Consideration: Prepared Restaurant Food,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Prepared Restaurant Food,False
30162,2025-12-03 22:52:49.506000000,0.385,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.228,78,Timestamp: 3/1/25-3/31/25,0.956194151,Past Brand Recency - Amazon,65,0.69,374821,I did not use in the past 30 days,0.157,More than Restaurant Consideration: Health & Medicine,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Health & Medicine,False
7895,2025-12-03 22:52:49.452000000,0.218,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.181,412,Timestamp: 3/1/25-3/31/25,0.568219206,Past Brand Usage,91,0.205,374821,Used Competitor but NOT Used DoorDash,0.037,More than Restaurant Consideration: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Consideration: Prepared Restaurant Food,False
40153,2025-12-03 22:52:49.524000000,0.912,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.836,228,Timestamp: 3/1/25-3/31/25,0.977843179,Children in HH,162,0.091,374821," Yes, age 13-17",0.076,DashPass Aided Awareness,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Aided Awareness,False
44235,2025-12-03 22:52:49.532000000,0.375,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.297,259,Timestamp: 4/1/25-6/30/25,0.927180807,DashPass Benefit Awareness,219,0.263,374821,$0 Delivery + 1 Other Benefit (DP aware non-users),0.078,More than Restaurant Consideration: Pet Supplies,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Consideration: Pet Supplies,False
23765,2025-12-03 22:52:49.494000000,0.161,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.144,149,Timestamp: 4/1/25-6/30/25,0.312576851,Past Brand Usage,152,0.116,374821,Used Competitor but NOT Used DoorDash,0.017,More than Restaurant Aided Awareness: Health & Medicine,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Aided Awareness: Health & Medicine,False
31700,2025-12-03 22:52:49.509000000,0.114,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.132,290,Timestamp: 3/1/25-3/31/25,0.39323533,Past Brand Usage,117,-0.138,374821,Used Competitor but NOT Used DoorDash,-0.018,More than Restaurant Aided Awareness: Pet Supplies,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Aided Awareness: Pet Supplies,False
27727,2025-12-03 22:52:49.501000000,0.112,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.224,385,Timestamp: 2/1/25-2/28/25,0.999026191,Past Brand Usage,149,-0.5,374821,Used Competitor but NOT Used DoorDash,-0.112,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,False
20239,2025-12-03 22:52:49.488000000,0.298,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.201,94,Timestamp: 4/1/25-6/30/25,0.862171553,Children in HH,84,0.481,374821," Yes, age 0-6",0.097,More than Restaurant Consideration: Flowers,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration: Flowers,False
7919,2025-12-03 22:52:49.453000000,0.104,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.112,412,Timestamp: 3/1/25-3/31/25,0.179726528,Past Brand Usage,91,-0.072,374821,Used Competitor but NOT Used DoorDash,-0.008,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
28174,2025-12-03 22:52:49.502000000,0.333,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.387,525,Timestamp: 3/1/25-3/31/25,0.781190921,Children in HH,157,-0.138,374821," Yes, age 0-6",-0.053,More than Restaurant Consideration: Household Essentials,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Household Essentials,False
41691,2025-12-03 22:52:49.527000000,0.364,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.312,615,Timestamp: 3/1/25-3/31/25,0.934817323,Ethnicity,523,0.166,374821,White/Caucasian,0.052,More than Restaurant Consideration: Flowers,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Flowers,False
15854,2025-12-03 22:52:49.476000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.0,45,Timestamp: 2/1/25-2/28/25,,Past Brand Usage,47,0.0,374821,Used Competitor but NOT Used DoorDash,0.0,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),False
46100,2025-12-03 22:52:49.535000000,0.798,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.772,489,Timestamp: 4/1/25-6/30/25,0.638041065,Past Brand Recency - Amazon,385,0.033,374821,Less than once a week,0.025,BA: Is a brand I trust,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,BA: Is a brand I trust,False
9781,2025-12-03 22:52:49.458000000,0.409,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.0,22,Timestamp: 4/1/25-4/30/25,,Ethnicity,0,0.0,374821,Native Hawaiian or Other Pacific Islander,0.409,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits: Consistently adds valuable perks and benefits for members,False
9845,2025-12-03 22:52:49.458000000,0.2,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.0,10,Timestamp: 4/1/25-4/30/25,,Ethnicity,0,0.0,374821,Other,0.2,DashPass Benefits: Save more than other delivery subscription services,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits: Save more than other delivery subscription services,False
2028,2025-12-03 22:52:49.429000000,0.35,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.298,1721,Timestamp: 2/1/25-2/28/25,0.876889195,Ethnicity,230,0.172,374821,White/Caucasian,0.051,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),False
25651,2025-12-03 22:52:49.498000000,0.083,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.0,12,Timestamp: 2/1/25-2/28/25,,Ethnicity,4,0.0,374821,Native Hawaiian or Other Pacific Islander,0.083,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
25715,2025-12-03 22:52:49.498000000,0.333,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.386,9,Timestamp: 2/1/25-2/28/25,,Ethnicity,5,-0.137,374821,Other,-0.053,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefits: Consistently adds valuable perks and benefits for members,False
17898,2025-12-03 22:52:49.483000000,0.142,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.171,148,Timestamp: 3/1/25-3/31/25,0.486335055,Ethnicity,123,-0.169,374821,White/Caucasian,-0.029,DashPass Worth,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,DashPass Worth,False
35642,2025-12-03 22:52:49.516000000,0.616,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.521,3592,Timestamp: 4/1/25-6/30/25,0.999910972,Past Brand Usage,1085,0.182,374821,Uber Eats,0.095,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
35706,2025-12-03 22:52:49.516000000,0.192,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.204,963,Timestamp: 4/1/25-6/30/25,0.356151736,Past Brand Usage,352,-0.056,374821,Used Competitor but NOT Used DoorDash,-0.011,DashPass Benefits Awareness: Discounted rides with Lyft,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits Awareness: Discounted rides with Lyft,False
35824,2025-12-03 22:52:49.516000000,0.639,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.702,61,Timestamp: 2/1/25-2/28/25,0.546437543,Age,64,-0.09,374821,18-24,-0.063,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",False
426,2025-12-03 22:52:49.416000000,0.555,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.495,755,Timestamp: 2/1/25-2/28/25,0.651405653,Children in HH,66,0.121,374821," Yes, age 0-6",0.06,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
43759,2025-12-03 22:52:49.531000000,0.713,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.687,195,Timestamp: 4/1/25-6/30/25,0.443827138,Age,244,0.038,374821,18-24,0.026,DashPass Benefits: Save more than other delivery subscription services,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Benefits: Save more than other delivery subscription services,False
13816,2025-12-03 22:52:49.469000000,1.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.284,1,Timestamp: 2/1/25-2/28/25,,Ethnicity,3,2.517,374821,Other,0.716,DashPass Benefits Awareness: Reduced service fees on eligible orders,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits Awareness: Reduced service fees on eligible orders,False
21751,2025-12-03 22:52:49.491000000,0.167,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.634,6,Timestamp: 4/1/25-6/30/25,,Ethnicity,6,-0.737,374821,Other,-0.467,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
24231,2025-12-03 22:52:49.495000000,0.69,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.612,623,Timestamp: 2/1/25-2/28/25,0.940869728,Children in HH,162,0.127,374821," Yes, age 0-6",0.078,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
8425,2025-12-03 22:52:49.454000000,0.574,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.475,425,Timestamp: 4/1/25-4/30/25,,Children in HH,49,0.209,374821," Yes, age 13-17",0.099,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,False
29686,2025-12-03 22:52:49.505000000,0.667,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.0,9,Timestamp: 3/1/25-3/31/25,,Ethnicity,1,0.0,374821,Other,0.667,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",False
13376,2025-12-03 22:52:49.468000000,0.667,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.355,27,Timestamp: 2/1/25-2/28/25,,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",158,0.88,374821,2-3,0.312,DashPass Benefits: Makes members' lives better,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits: Makes members' lives better,False
24295,2025-12-03 22:52:49.495000000,0.707,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.57,355,Timestamp: 2/1/25-2/28/25,0.997445522,Children in HH,155,0.241,374821," Yes, age 13-17",0.137,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
47612,2025-12-03 22:52:49.537000000,0.124,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.092,484,Timestamp: 4/1/25-6/30/25,0.912437479,Past Brand Usage,649,0.342,374821,Used Competitor but NOT Used DoorDash,0.032,Unaided Brand Awareness (Any Mention) - GrubHub,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,Unaided Brand Awareness (Any Mention) - GrubHub,False
42157,2025-12-03 22:52:49.528000000,0.294,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.214,160,Timestamp: 3/1/25-3/31/25,0.871238033,Past Brand Recency - Amazon,121,0.376,374821,Less than once a week,0.08,Unaided Brand Awareness (Any Mention) - Instacart,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Unaided Brand Awareness (Any Mention) - Instacart,False
34286,2025-12-03 22:52:49.513000000,0.388,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.316,1161,Timestamp: 4/1/25-6/30/25,0.989530166,Past Brand Recency - Amazon,385,0.23,374821,Once a week,0.073,DashPass Actions – Talked to others,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Actions – Talked to others,False
42221,2025-12-03 22:52:49.528000000,0.0,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Amazon,0,0.0,374821,Once a week,0.0,DashPass Actions – Saw a Deal,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Actions – Saw a Deal,False
455,2025-12-03 22:52:49.416000000,0.461,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.542,510,Timestamp: 2/1/25-2/28/25,0.749878485,Children in HH,56,-0.149,374821," Yes, age 13-17",-0.081,More than Restaurant Consideration: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Consideration: Prepared Restaurant Food,False
8390,2025-12-03 22:52:49.454000000,0.715,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.735,425,Timestamp: 4/1/25-4/30/25,,Children in HH,49,-0.027,374821," Yes, age 13-17",-0.02,More than Restaurant Consideration,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Consideration,False
16325,2025-12-03 22:52:49.478000000,0.162,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.242,37,Timestamp: 3/1/25-3/31/25,,Children in HH,33,-0.331,374821," Yes, age 13-17",-0.08,More than Restaurant Aided Awareness: Health & Medicine,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Aided Awareness: Health & Medicine,False
24260,2025-12-03 22:52:49.495000000,0.361,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.331,355,Timestamp: 2/1/25-2/28/25,0.479032051,Children in HH,155,0.089,374821," Yes, age 13-17",0.03,More than Restaurant Aided Awareness: Pet Supplies,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Aided Awareness: Pet Supplies,False
2139,2025-12-03 22:52:49.429000000,0.5,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.0,2,Timestamp: 2/1/25-2/28/25,,Gender,0,0.0,374821,I prefer to self identify,0.5,BA: Offers a wide selection of brands or stores across a variety of categories,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,BA: Offers a wide selection of brands or stores across a variety of categories,False
40079,2025-12-03 22:52:49.524000000,0.383,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.332,266,Timestamp: 3/1/25-3/31/25,0.761356559,Children in HH,229,0.153,374821," Yes, age 0-6",0.051,More than Restaurant Consideration: Flowers,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Flowers,False
32195,2025-12-03 22:52:49.510000000,0.407,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.423,1279,Timestamp: 4/1/25-6/30/25,0.437291434,Children in HH,416,-0.038,374821," Yes, age 13-17",-0.016,More than Restaurant Aided Awareness: Baby Supplies,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Aided Awareness: Baby Supplies,False
18009,2025-12-03 22:52:49.483000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Gender,0,0.0,374821,I prefer to self identify,0.0,More than Restaurant Consideration: Pet Supplies,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Consideration: Pet Supplies,False
34251,2025-12-03 22:52:49.513000000,0.34,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.367,1319,Timestamp: 4/1/25-6/30/25,0.692726865,Past Brand Recency - Amazon,444,-0.073,374821,Once a week,-0.027,More than Restaurant Consideration: Flowers,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Consideration: Flowers,False
42186,2025-12-03 22:52:49.528000000,0.408,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.334,238,Timestamp: 3/1/25-3/31/25,0.875710634,Past Brand Recency - Amazon,182,0.219,374821,Once a week,0.073,More than Restaurant Consideration: Household Essentials,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Household Essentials,False
25944,2025-12-03 22:52:49.498000000,0.0,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Gender,1,0.0,374821,I prefer to self identify,0.0,More than Restaurant Consideration: Baby Supplies,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Baby Supplies,False
29784,2025-12-03 22:52:49.505000000,0.365,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.445,1088,Timestamp: 3/1/25-3/31/25,0.995441961,Ethnicity,416,-0.179,374821,White/Caucasian,-0.08,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,False
35935,2025-12-03 22:52:49.516000000,0.778,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.727,496,Timestamp: 2/1/25-2/28/25,0.907323952,Age,333,0.07,374821,35-44,0.051,BA MDS: Is different,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,BA MDS: Is different,False
482,2025-12-03 22:52:49.416000000,0.71,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.72,510,Timestamp: 2/1/25-2/28/25,0.125814496,Children in HH,56,-0.014,374821," Yes, age 13-17",-0.01,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,False
27245,2025-12-03 22:52:49.501000000,0.344,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.323,186,Timestamp: 2/1/25-2/28/25,0.282165921,Past Brand Recency - Uber Eats,98,0.066,374821,Less than once a week,0.021,More than Restaurant Consideration: Flowers,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Flowers,False
37236,2025-12-03 22:52:49.519000000,0.768,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.711,349,Timestamp: 2/1/25-2/28/25,0.906594418,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",310,0.081,374821,4-9,0.057,BA MDS: Meets needs,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,BA MDS: Meets needs,False
2688,2025-12-03 22:52:49.434000000,0.42,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.23,305,Timestamp: 2/1/25-2/28/25,0.993297002,Past Brand Recency - DoorDash,58,0.824,374821,Less than once a week,0.19,More than Restaurant Consideration: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Consideration: Fresh Food & Produce,False
44419,2025-12-03 22:52:49.532000000,0.305,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.225,472,Timestamp: 4/1/25-6/30/25,0.993848997,DashPass Use,445,0.356,374821,Heard of it but haven't used it,0.08,More than Restaurant Consideration: Flowers,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Consideration: Flowers,False
31735,2025-12-03 22:52:49.509000000,0.221,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.249,290,Timestamp: 3/1/25-3/31/25,0.457061342,Past Brand Usage,117,-0.113,374821,Used Competitor but NOT Used DoorDash,-0.028,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
33791,2025-12-03 22:52:49.512000000,0.223,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.242,2456,Timestamp: 4/1/25-6/30/25,0.738803904,Gender,835,-0.078,374821,Female,-0.019,Unaided Brand Awareness (First Mention),XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Unaided Brand Awareness (First Mention),False
3416,2025-12-03 22:52:49.437000000,0.744,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.716,281,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Uber Eats,42,0.039,374821,Less than once a week,0.028,Consideration (Top 2 Box),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,Consideration (Top 2 Box),False
41726,2025-12-03 22:52:49.527000000,0.0,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Ethnicity,0,0.0,374821,White/Caucasian,0.0,DashPass Actions – Talked to others,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Actions – Talked to others,False
19286,2025-12-03 22:52:49.486000000,0.652,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.792,23,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Uber Eats,24,-0.176,374821,Less than once a week,-0.139,Brand Familiarity,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,Brand Familiarity,False
37212,2025-12-03 22:52:49.519000000,0.424,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.328,349,Timestamp: 2/1/25-2/28/25,0.988765332,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",310,0.293,374821,4-9,0.096,More than Restaurant Aided Awareness: Alcoholic Beverages,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Aided Awareness: Alcoholic Beverages,False
45147,2025-12-03 22:52:49.533000000,0.476,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.433,890,Timestamp: 4/1/25-6/30/25,0.930306795,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",862,0.1,374821,4-9,0.043,More than Restaurant Aided Awareness: Fresh Food & Produce,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Aided Awareness: Fresh Food & Produce,False
23618,2025-12-03 22:52:49.494000000,0.177,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.213,192,Timestamp: 4/1/25-6/30/25,0.625783267,Past Brand Usage,190,-0.169,374821,Grubhub,-0.036,Unaided Brand Awareness (Any Mention) - GrubHub,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,Unaided Brand Awareness (Any Mention) - GrubHub,False
41544,2025-12-03 22:52:49.527000000,1.0,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.883,4,Timestamp: 3/1/25-3/31/25,,Ethnicity,5,0.132,374821,Other,0.117,Brand Familiarity,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Brand Familiarity,False
