timestamp,CHANNEL,METRIC_NAME,LIFT
2025-02-01,Any,Past Brand Usage - DoorDash,0.05351612903225807
2025-02-01,Any,Past Brand Usage - Grubhub,-0.011306451612903227
2025-02-01,Any,Past Brand Usage - Instacart,0.021903225806451616
2025-02-01,Any,Past Brand Usage - Uber Eats,0.004580645161290322
2025-02-01,Any,Past Brand Usage - Used Competitor but NOT Used DoorDash,0.05408064516129031
2025-02-01,Digital,Age - 18-24,0.18279032258064518
2025-02-01,Digital,Age - 25-34,0.14377419354838708
2025-02-01,Digital,Age - 35-44,0.03338709677419355
2025-02-01,Digital,Age - 45-54,-0.24533870967741936
2025-02-01,Digital,Any - Any,-0.057935483870967745
2025-02-01,Digital,"Children in HH -  Yes, age 0-6",0.18006451612903226
2025-02-01,Digital,"Children in HH -  Yes, age 13-17",-0.19462903225806452
2025-02-01,Digital,"Children in HH -  Yes, age 7-12",0.00606451612903226
2025-02-01,Digital,Children in HH - No,-0.04256451612903226
2025-02-01,Digital,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP aware non-users),-0.06967741935483872
2025-02-01,Digital,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP users),0.09625806451612903
2025-02-01,Digital,DashPass Use - Have not heard of it,0.4865806451612903
2025-02-01,Digital,DashPass Use - Heard of it but haven't used it,-0.07530645161290324
2025-02-01,Digital,DashPass Use - Use it now,0.03748387096774193
2025-02-01,Digital,DashPass Use - Used in the past but do not use now,-0.018806451612903227
2025-02-01,Digital,"Delivery Category -  Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",-0.08349999999999999
2025-02-01,Digital,"Delivery Category -  Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",-0.10670967741935483
2025-02-01,Digital,"Delivery Category -  Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",-0.13420967741935483
2025-02-01,Digital,"Delivery Category -  Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",-0.031629032258064516
2025-02-01,Digital,Delivery Category - None of the above,-0.23612903225806453
2025-02-01,Digital,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 1",-0.05811290322580645
2025-02-01,Digital,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 10-19",-0.052564516129032256
2025-02-01,Digital,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 2-3",0.32548387096774195
2025-02-01,Digital,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 20+",-0.17033870967741935
2025-02-01,Digital,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 4-9",-0.15119354838709678
2025-02-01,Digital,Ethnicity - Asian,0.07603225806451613
2025-02-01,Digital,Ethnicity - Black/African American,-0.05598387096774194
2025-02-01,Digital,Ethnicity - Hispanic,0.7462258064516128
2025-02-01,Digital,Ethnicity - Native American,-0.5676290322580645
2025-02-01,Digital,Ethnicity - Native Hawaiian or Other Pacific Islander,-0.016129032258064516
2025-02-01,Digital,Ethnicity - Other,0.5413548387096774
2025-02-01,Digital,Ethnicity - Prefer not to answer,0.0
2025-02-01,Digital,Ethnicity - White/Caucasian,-0.059500000000000004
2025-02-01,Digital,Gender - Female,-0.08574193548387096
2025-02-01,Digital,Gender - I prefer to self identify,0.0
2025-02-01,Digital,Gender - Male,0.13132258064516128
2025-02-01,Digital,Gender - Non-binary or gender fluid,-0.016129032258064516
2025-02-01,Digital,Gender - Prefer not to answer,-0.44225806451612903
2025-02-01,Digital,Past Brand Recency - Amazon - I did not use in the past 30 days,0.30979032258064515
2025-02-01,Digital,Past Brand Recency - Amazon - Less than once a week,0.24912903225806451
2025-02-01,Digital,Past Brand Recency - Amazon - Once a week,-0.09008064516129032
2025-02-01,Digital,Past Brand Recency - Amazon - Several times a week,-0.1836290322580645
2025-02-01,Digital,Past Brand Recency - DoorDash - I did not use in the past 30 days,0.3035322580645161
2025-02-01,Digital,Past Brand Recency - DoorDash - Less than once a week,0.16535483870967743
2025-02-01,Digital,Past Brand Recency - DoorDash - Once a week,-0.05374193548387097
2025-02-01,Digital,Past Brand Recency - DoorDash - Several times a week,-0.11266129032258065
2025-02-01,Digital,Past Brand Recency - Grubhub - I did not use in the past 30 days,0.17751612903225808
2025-02-01,Digital,Past Brand Recency - Grubhub - Less than once a week,-0.1304516129032258
2025-02-01,Digital,Past Brand Recency - Grubhub - Once a week,0.15011290322580642
2025-02-01,Digital,Past Brand Recency - Grubhub - Several times a week,-0.14846774193548387
2025-02-01,Digital,Past Brand Recency - Instacart - I did not use in the past 30 days,0.07385483870967742
2025-02-01,Digital,Past Brand Recency - Instacart - Less than once a week,0.17770967741935484
2025-02-01,Digital,Past Brand Recency - Instacart - Once a week,0.05464516129032259
2025-02-01,Digital,Past Brand Recency - Instacart - Several times a week,-0.20770967741935484
2025-02-01,Digital,Past Brand Recency - Uber Eats - I did not use in the past 30 days,0.07719354838709677
2025-02-01,Digital,Past Brand Recency - Uber Eats - Less than once a week,-0.07819354838709677
2025-02-01,Digital,Past Brand Recency - Uber Eats - Once a week,-0.21137096774193548
2025-02-01,Digital,Past Brand Recency - Uber Eats - Several times a week,0.15035483870967742
2025-02-01,Digital,Past Brand Usage - Amazon,-0.08506451612903226
2025-02-01,Digital,Past Brand Usage - DoorDash,-0.01020967741935484
2025-02-01,Digital,Past Brand Usage - Grubhub,-0.034467741935483874
2025-02-01,Digital,Past Brand Usage - Instacart,-0.029919354838709677
2025-02-01,Digital,Past Brand Usage - Uber Eats,-0.12691935483870967
2025-02-01,Digital,Past Brand Usage - Used Competitor but NOT Used DoorDash,-0.1875
2025-02-01,Social,Age - 18-24,0.49016129032258066
2025-02-01,Social,Age - 25-34,-0.04003225806451612
2025-02-01,Social,Age - 35-44,-0.03667741935483871
2025-02-01,Social,Age - 45-54,0.09653225806451614
2025-02-01,Social,Any - Any,-0.0007258064516129033
2025-02-01,Social,"Children in HH -  Yes, age 0-6",-0.028612903225806452
2025-02-01,Social,"Children in HH -  Yes, age 13-17",0.10766129032258064
2025-02-01,Social,"Children in HH -  Yes, age 7-12",-0.00903225806451613
2025-02-01,Social,Children in HH - No,0.020112903225806455
2025-02-01,Social,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP aware non-users),-0.020903225806451615
2025-02-01,Social,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP users),-0.0039032258064516127
2025-02-01,Social,DashPass Use - Have not heard of it,0.05491935483870968
2025-02-01,Social,DashPass Use - Heard of it but haven't used it,-0.007370967741935485
2025-02-01,Social,DashPass Use - Use it now,0.006338709677419359
2025-02-01,Social,DashPass Use - Used in the past but do not use now,-0.011451612903225808
2025-02-01,Social,"Delivery Category -  Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",-0.001967741935483871
2025-02-01,Social,"Delivery Category -  Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.06008064516129032
2025-02-01,Social,"Delivery Category -  Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",0.03217741935483871
2025-02-01,Social,"Delivery Category -  Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.015225806451612903
2025-02-01,Social,Delivery Category - None of the above,0.9174677419354839
2025-02-01,Social,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 1",0.037338709677419354
2025-02-01,Social,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 10-19",0.027048387096774193
2025-02-01,Social,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 2-3",0.001080645161290325
2025-02-01,Social,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 20+",0.09437096774193549
2025-02-01,Social,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 4-9",0.026000000000000002
2025-02-01,Social,Ethnicity - Asian,0.07503225806451613
2025-02-01,Social,Ethnicity - Black/African American,0.16969354838709677
2025-02-01,Social,Ethnicity - Hispanic,0.019145161290322583
2025-02-01,Social,Ethnicity - Native American,-0.04646774193548388
2025-02-01,Social,Ethnicity - Native Hawaiian or Other Pacific Islander,-0.16101612903225807
2025-02-01,Social,Ethnicity - Other,0.3369354838709678
2025-02-01,Social,Ethnicity - Prefer not to answer,0.7781451612903225
2025-02-01,Social,Ethnicity - White/Caucasian,-0.02883870967741935
2025-02-01,Social,Gender - Female,0.018967741935483874
2025-02-01,Social,Gender - I prefer to self identify,0.0
2025-02-01,Social,Gender - Male,-0.015
2025-02-01,Social,Gender - Non-binary or gender fluid,0.42998387096774193
2025-02-01,Social,Gender - Prefer not to answer,0.24579032258064515
2025-02-01,Social,Past Brand Recency - Amazon - I did not use in the past 30 days,0.09658064516129032
2025-02-01,Social,Past Brand Recency - Amazon - Less than once a week,0.05958064516129032
2025-02-01,Social,Past Brand Recency - Amazon - Once a week,-0.049451612903225806
2025-02-01,Social,Past Brand Recency - Amazon - Several times a week,0.05417741935483871
2025-02-01,Social,Past Brand Recency - DoorDash - I did not use in the past 30 days,0.051306451612903224
2025-02-01,Social,Past Brand Recency - DoorDash - Less than once a week,0.0919516129032258
2025-02-01,Social,Past Brand Recency - DoorDash - Once a week,-0.019935483870967743
2025-02-01,Social,Past Brand Recency - DoorDash - Several times a week,0.030129032258064518
2025-02-01,Social,Past Brand Recency - Grubhub - I did not use in the past 30 days,-0.07406451612903227
2025-02-01,Social,Past Brand Recency - Grubhub - Less than once a week,0.09358064516129033
2025-02-01,Social,Past Brand Recency - Grubhub - Once a week,-0.030403225806451613
2025-02-01,Social,Past Brand Recency - Grubhub - Several times a week,0.02030645161290322
2025-02-01,Social,Past Brand Recency - Instacart - I did not use in the past 30 days,-0.1092741935483871
2025-02-01,Social,Past Brand Recency - Instacart - Less than once a week,0.1526451612903226
2025-02-01,Social,Past Brand Recency - Instacart - Once a week,0.03869354838709677
2025-02-01,Social,Past Brand Recency - Instacart - Several times a week,0.14311290322580644
2025-02-01,Social,Past Brand Recency - Uber Eats - I did not use in the past 30 days,-0.07504838709677418
2025-02-01,Social,Past Brand Recency - Uber Eats - Less than once a week,-0.08790322580645162
2025-02-01,Social,Past Brand Recency - Uber Eats - Once a week,0.06020967741935483
2025-02-01,Social,Past Brand Recency - Uber Eats - Several times a week,0.02609677419354839
2025-02-01,Social,Past Brand Usage - Amazon,-0.002419354838709678
2025-02-01,Social,Past Brand Usage - DoorDash,0.015467741935483873
2025-02-01,Social,Past Brand Usage - Grubhub,-0.027403225806451617
2025-02-01,Social,Past Brand Usage - Instacart,0.012435483870967743
2025-02-01,Social,Past Brand Usage - Uber Eats,-0.02220967741935484
2025-02-01,Social,Past Brand Usage - Used Competitor but NOT Used DoorDash,-0.05130645161290323
2025-02-01,Tv,Age - 18-24,0.10059677419354839
2025-02-01,Tv,Age - 25-34,0.13625806451612904
2025-02-01,Tv,Age - 35-44,0.14043548387096774
2025-02-01,Tv,Age - 45-54,0.15662903225806452
2025-02-01,Tv,Any - Any,0.12380645161290323
2025-02-01,Tv,"Children in HH -  Yes, age 0-6",0.13993548387096774
2025-02-01,Tv,"Children in HH -  Yes, age 13-17",0.13183870967741934
2025-02-01,Tv,"Children in HH -  Yes, age 7-12",0.16698387096774192
2025-02-01,Tv,Children in HH - No,0.04196774193548387
2025-02-01,Tv,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP aware non-users),0.1483225806451613
2025-02-01,Tv,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP users),0.06980645161290323
2025-02-01,Tv,DashPass Use - Have not heard of it,0.08022580645161291
2025-02-01,Tv,DashPass Use - Heard of it but haven't used it,0.2046290322580645
2025-02-01,Tv,DashPass Use - Use it now,0.061354838709677416
2025-02-01,Tv,DashPass Use - Used in the past but do not use now,0.13214516129032258
2025-02-01,Tv,"Delivery Category -  Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.12616129032258064
2025-02-01,Tv,"Delivery Category -  Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.09687096774193549
2025-02-01,Tv,"Delivery Category -  Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",0.1215
2025-02-01,Tv,"Delivery Category -  Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.11767741935483872
2025-02-01,Tv,Delivery Category - None of the above,0.3341290322580645
2025-02-01,Tv,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 1",0.1682258064516129
2025-02-01,Tv,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 10-19",0.1708548387096774
2025-02-01,Tv,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 2-3",0.16911290322580644
2025-02-01,Tv,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 20+",0.18288709677419354
2025-02-01,Tv,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 4-9",0.11280645161290322
2025-02-01,Tv,Ethnicity - Asian,-0.013645161290322581
2025-02-01,Tv,Ethnicity - Black/African American,0.10559677419354839
2025-02-01,Tv,Ethnicity - Hispanic,0.14037096774193547
2025-02-01,Tv,Ethnicity - Native American,-0.018274193548387097
2025-02-01,Tv,Ethnicity - Native Hawaiian or Other Pacific Islander,0.38756451612903225
2025-02-01,Tv,Ethnicity - Other,-0.1049516129032258
2025-02-01,Tv,Ethnicity - Prefer not to answer,0.42243548387096774
2025-02-01,Tv,Ethnicity - White/Caucasian,0.14670967741935484
2025-02-01,Tv,Gender - Female,0.059516129032258065
2025-02-01,Tv,Gender - I prefer to self identify,0.0
2025-02-01,Tv,Gender - Male,0.1800967741935484
2025-02-01,Tv,Gender - Non-binary or gender fluid,0.9784838709677419
2025-02-01,Tv,Gender - Prefer not to answer,-0.7741935483870968
2025-02-01,Tv,Past Brand Recency - Amazon - I did not use in the past 30 days,0.07872580645161291
2025-02-01,Tv,Past Brand Recency - Amazon - Less than once a week,0.05559677419354839
2025-02-01,Tv,Past Brand Recency - Amazon - Once a week,0.0982258064516129
2025-02-01,Tv,Past Brand Recency - Amazon - Several times a week,0.1636774193548387
2025-02-01,Tv,Past Brand Recency - DoorDash - I did not use in the past 30 days,0.021129032258064517
2025-02-01,Tv,Past Brand Recency - DoorDash - Less than once a week,0.11574193548387098
2025-02-01,Tv,Past Brand Recency - DoorDash - Once a week,0.1335483870967742
2025-02-01,Tv,Past Brand Recency - DoorDash - Several times a week,0.07080645161290322
2025-02-01,Tv,Past Brand Recency - Grubhub - I did not use in the past 30 days,0.13303225806451613
2025-02-01,Tv,Past Brand Recency - Grubhub - Less than once a week,0.11264516129032258
2025-02-01,Tv,Past Brand Recency - Grubhub - Once a week,0.2071451612903226
2025-02-01,Tv,Past Brand Recency - Grubhub - Several times a week,0.17690322580645162
2025-02-01,Tv,Past Brand Recency - Instacart - I did not use in the past 30 days,0.10712903225806453
2025-02-01,Tv,Past Brand Recency - Instacart - Less than once a week,0.09230645161290323
2025-02-01,Tv,Past Brand Recency - Instacart - Once a week,0.14603225806451614
2025-02-01,Tv,Past Brand Recency - Instacart - Several times a week,0.17133870967741935
2025-02-01,Tv,Past Brand Recency - Uber Eats - I did not use in the past 30 days,0.14443548387096775
2025-02-01,Tv,Past Brand Recency - Uber Eats - Less than once a week,0.11759677419354839
2025-02-01,Tv,Past Brand Recency - Uber Eats - Once a week,0.1891774193548387
2025-02-01,Tv,Past Brand Recency - Uber Eats - Several times a week,0.16698387096774192
2025-02-01,Tv,Past Brand Usage - Amazon,0.10256451612903225
2025-02-01,Tv,Past Brand Usage - DoorDash,0.08219354838709678
2025-02-01,Tv,Past Brand Usage - Grubhub,0.14180645161290323
2025-02-01,Tv,Past Brand Usage - Instacart,0.11927419354838709
2025-02-01,Tv,Past Brand Usage - Uber Eats,0.14575806451612905
2025-02-01,Tv,Past Brand Usage - Used Competitor but NOT Used DoorDash,0.5630483870967742
2025-03-01,Any,Age - 18-24,0.3299354838709677
2025-03-01,Any,Age - 25-34,0.0676774193548387
2025-03-01,Any,Age - 35-44,0.04487096774193548
2025-03-01,Any,Age - 45-54,0.011677419354838712
2025-03-01,Any,Any - Any,0.04759677419354839
2025-03-01,Any,"Children in HH -  Yes, age 0-6",0.12112903225806451
2025-03-01,Any,"Children in HH -  Yes, age 13-17",0.018290322580645158
2025-03-01,Any,"Children in HH -  Yes, age 7-12",0.06662903225806452
2025-03-01,Any,Children in HH - No,0.1540483870967742
2025-03-01,Any,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP aware non-users),-0.03985483870967742
2025-03-01,Any,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP users),-0.048419354838709676
2025-03-01,Any,DashPass Use - Have not heard of it,0.5015967741935484
2025-03-01,Any,DashPass Use - Heard of it but haven't used it,0.0609516129032258
2025-03-01,Any,DashPass Use - Use it now,-0.009774193548387098
2025-03-01,Any,DashPass Use - Used in the past but do not use now,0.11622580645161291
2025-03-01,Any,"Delivery Category -  Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.08501612903225807
2025-03-01,Any,"Delivery Category -  Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.009274193548387098
2025-03-01,Any,"Delivery Category -  Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",0.03182258064516129
2025-03-01,Any,"Delivery Category -  Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.025580645161290324
2025-03-01,Any,Delivery Category - None of the above,0.7086774193548387
2025-03-01,Any,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 1",0.0537258064516129
2025-03-01,Any,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 10-19",0.04974193548387097
2025-03-01,Any,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 2-3",0.043774193548387096
2025-03-01,Any,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 20+",0.07522580645161289
2025-03-01,Any,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control  - 4-9",0.04808064516129032
2025-03-01,Any,Ethnicity - Asian,-0.14906451612903224
2025-03-01,Any,Ethnicity - Black/African American,0.3230967741935484
2025-03-01,Any,Ethnicity - Hispanic,0.21506451612903224
2025-03-01,Any,Ethnicity - Native American,0.10529032258064515
2025-03-01,Any,Ethnicity - Native Hawaiian or Other Pacific Islander,0.0
2025-03-01,Any,Ethnicity - Other,-0.16843548387096774
2025-03-01,Any,Ethnicity - Prefer not to answer,-0.38667741935483874
2025-03-01,Any,Ethnicity - White/Caucasian,0.02761290322580645
2025-03-01,Any,Gender - Female,0.055370967741935485
2025-03-01,Any,Gender - I prefer to self identify,0.0
2025-03-01,Any,Gender - Male,0.058016129032258064
2025-03-01,Any,Gender - Non-binary or gender fluid,0.19883870967741935
2025-03-01,Any,Gender - Prefer not to answer,-0.3387096774193548
2025-03-01,Any,Past Brand Recency - Amazon - I did not use in the past 30 days,0.07048387096774193
2025-03-01,Any,Past Brand Recency - Amazon - Less than once a week,0.10724193548387097
2025-03-01,Any,Past Brand Recency - Amazon - Once a week,0.09209677419354839
2025-03-01,Any,Past Brand Recency - Amazon - Several times a week,-0.03790322580645161
2025-03-01,Any,Past Brand Recency - DoorDash - I did not use in the past 30 days,0.3406451612903226
2025-03-01,Any,Past Brand Recency - DoorDash - Less than once a week,0.3379516129032258
2025-03-01,Any,Past Brand Recency - DoorDash - Once a week,-0.03743548387096775
2025-03-01,Any,Past Brand Recency - DoorDash - Several times a week,-0.026822580645161288
2025-03-01,Any,Past Brand Recency - Grubhub - I did not use in the past 30 days,0.16320967741935483
2025-03-01,Any,Past Brand Recency - Grubhub - Less than once a week,0.05393548387096775
2025-03-01,Any,Past Brand Recency - Grubhub - Once a week,0.028645161290322577
2025-03-01,Any,Past Brand Recency - Grubhub - Several times a week,-0.10829032258064517
2025-03-01,Any,Past Brand Recency - Instacart - I did not use in the past 30 days,-0.008274193548387095
2025-03-01,Any,Past Brand Recency - Instacart - Less than once a week,0.1755483870967742
2025-03-01,Any,Past Brand Recency - Instacart - Once a week,-0.054048387096774196
2025-03-01,Any,Past Brand Recency - Instacart - Several times a week,0.14762903225806454
2025-03-01,Any,Past Brand Recency - Uber Eats - I did not use in the past 30 days,-0.006209677419354835
2025-03-01,Any,Past Brand Recency - Uber Eats - Less than once a week,0.18170967741935484
2025-03-01,Any,Past Brand Recency - Uber Eats - Once a week,0.027935483870967743
2025-03-01,Any,Past Brand Recency - Uber Eats - Several times a week,0.017725806451612904
2025-03-01,Any,Past Brand Usage - Amazon,0.04175806451612903
2025-03-01,Any,Past Brand Usage - DoorDash,0.043532258064516126
2025-03-01,Any,Past Brand Usage - Grubhub,0.02146774193548387
2025-03-01,Any,Past Brand Usage - Instacart,0.05469354838709677
2025-03-01,Any,Past Brand Usage - Uber Eats,0.04338709677419355
2025-03-01,Any,Past Brand Usage - Used Competitor but NOT Used DoorDash,0.18891935483870967
2025-03-01,Digital,Age - 18-24,-0.24383870967741936
2025-03-01,Digital,Age - 25-34,0.3453709677419355
2025-03-01,Digital,Age - 35-44,-0.0052096774193548375
2025-03-01,Digital,Age - 45-54,-0.04614516129032258
2025-03-01,Digital,Any - Any,-0.0025645161290322577
2025-03-01,Digital,"Children in HH -  Yes, age 0-6",0.29817741935483866
2025-03-01,Digital,"Children in HH -  Yes, age 13-17",-0.14040322580645162
2025-03-01,Digital,"Children in HH -  Yes, age 7-12",0.030403225806451613
2025-03-01,Digital,Children in HH - No,0.05751612903225806
2025-03-01,Digital,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP aware non-users),0.002806451612903223
2025-03-01,Digital,DashPass Benefit Awareness - $0 Delivery + 1 Other Benefit (DP users),-0.08070967741935485
2025-03-01,Digital,DashPass Use - Have not heard of it,0.14764516129032257
2025-03-01,Digital,DashPass Use - Heard of it but haven't used it,0.09566129032258065
2025-03-01,Digital,DashPass Use - Use it now,-0.04901612903225807
2025-03-01,Digital,DashPass Use - Used in the past but do not use now,0.14608064516129032
2025-03-01,Digital,"Delivery Category -  Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.09270967741935485
2025-03-01,Digital,"Delivery Category -  Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.08195161290322579
2025-03-01,Digital,"Delivery Category -  Personal Care &amp; Beauty (e.g., cosmetics/makeup, bath and body, skincare, feminine care, etc.)",0.02103225806451613
2025-03-01,Digital,"Delivery Category -  Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.026709677419354837
2025-03-01,Digital,Delivery Category - None of the above,0.3946612903225807
