TIME_DATE,METRIC_NAME,MEAN_LIFT,STD_LIFT,COUNT,AVG_SIGNIFICANCE,EXPOSED_POP,CONTROL_POP
2025-10-01,DashPass Benefits: Makes members' lives better,-0.02734349497,,1,0.3394310557,470,348
2025-10-01,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",-0.08237012148,,1,0.7571334766,470,348
2025-10-01,DashPass Benefits: Save more than other delivery subscription services,-0.01861394088,,1,0.2105740031,470,348
2025-10-01,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,-0.05676949415,,1,0.6303991131,470,348
2025-10-01,DashPass Worth,-0.226022726,,1,0.9654229026,470,348
2025-10-01,First Choice Consideration,-0.09844888718,,1,0.5460863613,470,348
2025-10-01,More than Restaurant Aided Awareness,0.04383467983,,1,0.6141098254,470,348
2025-10-01,More than Restaurant Aided Awareness: Alcoholic Beverages,-0.05610559911,,1,0.4401541338,470,348
2025-10-01,More than Restaurant Aided Awareness: Baby Supplies,0.1717947182,,1,0.8475757301,470,348
2025-10-01,More than Restaurant Aided Awareness: Flowers,-0.1075607851,,1,0.7212841624,470,348
2025-10-01,More than Restaurant Aided Awareness: Fresh Food & Produce,0.1529798172,,1,0.8799838429,470,348
2025-10-01,More than Restaurant Aided Awareness: Health & Medicine,0.09458484407,,1,0.6244025133,470,348
2025-10-01,More than Restaurant Aided Awareness: Household Essentials,0.03362301931,,1,0.2609714507,470,348
2025-10-01,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,-0.02626665065,,1,0.2462074897,470,348
2025-10-01,More than Restaurant Aided Awareness: Personal Care & Beauty,-0.1504438156,,1,0.8862790517,470,348
2025-10-01,More than Restaurant Aided Awareness: Pet Supplies,-0.05338808668,,1,0.3866964956,470,348
2025-10-01,More than Restaurant Aided Awareness: Prepared Restaurant Food,0.04263601102,,1,0.4619493392,470,348
2025-10-01,More than Restaurant Consideration,-0.05898375394,,1,0.7213534468,470,348
2025-10-01,More than Restaurant Consideration: Alcoholic Beverages,-0.1792478946,,1,0.9356122015,470,348
2025-10-01,More than Restaurant Consideration: Baby Supplies,-0.05222164377,,1,0.3363632604,470,348
2025-10-01,More than Restaurant Consideration: Flowers,-0.0007719883732,,1,0.004931915089,470,348
2025-10-01,More than Restaurant Consideration: Fresh Food & Produce,-0.04656153957,,1,0.3535181215,470,348
2025-10-01,More than Restaurant Consideration: Health & Medicine,0.02204795922,,1,0.1413986131,470,348
2025-10-01,More than Restaurant Consideration: Household Essentials,-0.005590295713,,1,0.03896596633,470,348
2025-10-01,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0.05210986126,,1,0.4086953716,470,348
2025-10-01,More than Restaurant Consideration: Personal Care & Beauty,0.007981841465,,1,0.05408560294,470,348
2025-10-01,More than Restaurant Consideration: Pet Supplies,0.01494101097,,1,0.09774956582,470,348
2025-10-01,More than Restaurant Consideration: Prepared Restaurant Food,0.007216268197,,1,0.07637306375,470,348
2025-10-01,Unaided Brand Awareness (Any Mention),0.03052004832,,1,0.2658892955,470,348
2025-10-01,Unaided Brand Awareness (Any Mention) - Amazon,-0.05955786358,,1,0.3338410672,470,348
2025-10-01,Unaided Brand Awareness (Any Mention) - GrubHub,0.3059719486,,1,0.7357169021,470,348
2025-10-01,Unaided Brand Awareness (Any Mention) - Instacart,0.100801463,,1,0.4861645584,470,348
2025-10-01,Unaided Brand Awareness (Any Mention) - Uber Eats,0.05289714844,,1,0.3769860671,470,348
2025-10-01,Unaided Brand Awareness (First Mention),0.01073700698,,1,0.06823521162,470,348
